Combination_ID	CADD1	CADD2	CADD3	CADD4	Biol_Dist	ISPP_AR_A	ISPP_AR_B	ISPP_AD_A	ISPP_AD_B	ISPP_XL_A	ISPP_XL_B	HIPred_A	HIPred_B	dn_ds_A	dn_ds_B	BP_similarity	MF_similarity	Mentha_dist	KG_dist	Coexpression
testneg_692	1.522	-3	1.522	0.411	10.417	0.01	0.006	0.0	0.0	-0.5	-0.5	0.243	0.285	0.854	0.163	0.03	0.758	37.726	1.0	1.091
testneg_693	0.61	-3	0.71	-3	19.312	0.023	0.098	0.006	0.03	-0.5	-0.5	0.806	0.52	0.221	0.35	0.009	0.0	None	1.5	-1.399
testneg_694	0.129	-3	0.107	-3	20.318	0.008	0.0	0.0	0.0	-0.5	-0.5	0.123	0.255	0.549	0.434	0.0	0.0	None	1.5	None
testneg_695	0.806	-3	0.525	-3	8.46	0.027	0.038	0.791	0.0	-0.5	-0.5	0.825	0.738	0.138	0.137	0.001	0.693	12.664	1.0	-1.23
testneg_696	3.895	3.895	2.424	-3	None	0.633	0.013	0.022	0.025	-0.5	-0.5	None	0.334	0.148	0.063	0.137	0.0	68.853	1.5	None
testneg_697	0.613	-3	-0.037	-3	20.833	0.155	0.79	0.09	0.006	-0.5	-0.5	0.542	0.519	0.176	0.193	0.026	0.879	50.43	1.0	None
testneg_698	0.676	-3	1.791	-3	10.417	0.073	0.021	0.022	0.704	-0.5	-0.5	0.438	0.439	0.473	1.1	0.13	0.469	31.919	1.0	0.627
testneg_699	-0.132	-3	1.006	-3	14.984	0.158	0.0	0.024	0.0	-0.5	-0.5	0.565	None	0.975	0.251	0.003	0.973	18.063	1.0	-1.294
testneg_700	0.109	-3	1.825	-3	17.072	0.043	0.069	0.672	0.0	-0.5	-0.5	0.132	0.369	0.665	0.386	0.001	0.0	32.496	1.0	0.015
testneg_701	-0.077	-3	2.539	-3	10.417	0.036	0.05	0.011	0.019	-0.5	-0.5	0.543	0.112	0.223	0.384	0.003	0.201	56.453	1.0	-1.04
testneg_702	0.32	-3	0.502	-3	37.222	0.0	0.0	0.0	0.0	-0.5	-0.5	0.17	0.112	0.527	0.264	None	0.0	None	1.5	None
testneg_703	3.139	-3	2.495	-3	None	0.62	0.0	0.0	0.009	-0.5	-0.5	0.239	None	0.334	0.35	0.001	0.0	None	1.0	None
testneg_704	-0.559	-3	0.637	-3	None	0.673	0.0	0.066	0.0	-0.5	-0.5	0.167	None	0.411	1.214	0.002	0.005	None	1.333	None
testneg_705	1.381	-3	2.921	1.994	30.945	0.013	0.027	0.006	0.059	-0.5	-0.5	0.233	0.146	0.837	0.33	None	0.0	None	1.5	0.859
testneg_706	2.929	-3	0.196	-3	22.649	0.044	0.013	0.014	0.01	-0.5	-0.5	0.27	0.212	0.676	0.636	None	None	None	3.0	None
testneg_707	3.159	-3	0.463	-3	14.41	0.082	0.019	0.65	0.0	-0.5	-0.5	0.553	0.31	0.411	0.43	0.058	0.825	13.984	1.0	None
testneg_708	-0.027	-3	-0.596	-3	22.395	0.0	0.089	0.031	0.016	-0.5	-0.5	0.662	0.289	0.266	0.265	0.015	0.041	34.578	1.5	2.357
testneg_709	0.866	-3	0.744	-3	None	0.019	0.0	0.0	0.025	-0.5	-0.5	0.563	0.17	0.181	0.45	0.044	0.0	58.959	1.0	0.627
testneg_710	2.441	-3	0.693	-3	18.333	0.019	0.025	0.0	0.0	-0.5	-0.5	None	0.112	0.187	1.394	0.0	0.0	None	1.5	None
testneg_711	1.348	-3	0.43	-3	None	0.0	0.006	0.0	0.019	-0.5	-0.5	0.146	0.148	0.698	0.542	None	None	None	1.0	None
testneg_712	1.307	-3	3.254	-3	None	0.64	0.021	0.016	0.0	-0.5	-0.5	0.251	0.282	0.338	0.164	0.0	None	None	1.0	None
testneg_713	1.59	-3	-0.215	-3	None	0.037	0.013	0.62	0.0	-0.5	-0.5	0.17	0.489	0.552	0.21	None	None	82.257	1.5	-0.154
testneg_714	3.299	-3	1.188	-3	14.797	0.107	0.031	0.617	0.013	-0.5	-0.5	0.23	0.549	0.629	0.531	0.0	0.898	25.193	1.0	-1.125
testneg_715	2.02	-3	3.813	-3	None	0.057	0.0	0.022	0.013	-0.5	-0.5	0.572	0.146	0.275	0.272	None	0.031	49.615	1.5	None
testneg_716	3.747	-3	3.168	-3	10.0	0.104	0.125	0.019	0.688	-0.5	-0.5	0.774	0.319	0.125	0.47	0.008	0.728	28.526	1.0	-0.998
testneg_717	1.841	1.841	1.925	-3	7.142	0.0	0.032	0.037	0.0	-0.5	-0.5	0.509	0.549	0.379	0.268	0.054	0.766	17.189	1.0	-1.378
testneg_718	2.781	-3	0.843	-3	19.444	0.072	0.042	0.0	0.644	-0.5	-0.5	0.338	0.605	0.688	0.317	0.081	0.868	30.784	1.0	-1.526
testneg_719	-0.02	-3	0.103	-3	18.533	0.0	0.022	0.026	0.029	-0.5	-0.5	0.264	None	0.159	0.277	0.163	0.0	24.748	1.5	None
testneg_720	0.132	-3	2.724	-3	7.417	0.019	0.031	0.019	0.0	-0.5	-0.5	0.389	0.644	0.336	0.578	0.034	0.114	23.923	1.5	1.429
testneg_721	0.738	-3	3.154	-3	10.417	0.022	0.031	0.014	0.0	-0.5	-0.5	0.538	0.17	0.089	0.236	0.044	0.296	26.197	1.0	0.332
testneg_722	0.196	-3	2.671	-3	10.417	0.174	0.129	0.011	0.013	-0.5	-0.5	0.756	None	0.276	0.214	0.015	0.042	51.808	1.5	None
testneg_723	0.947	-3	0.548	-0.599	12.674	0.054	0.784	0.0	0.016	-0.5	-0.5	0.47	0.251	0.745	0.19	None	0.03	81.777	1.5	0.648
testneg_724	1.082	-3	0.638	-3	13.514	0.0	0.039	0.0	0.006	-0.5	-0.5	0.427	0.4	0.185	0.363	None	None	72.618	1.0	-0.259
testneg_725	0.828	-3	2.157	0.454	50.282	0.019	0.047	0.0	0.041	-0.5	-0.5	0.112	0.59	1.151	0.472	0.013	0.214	56.089	1.0	-0.766
testneg_726	1.31	-3	3.331	-3	23.041	0.019	None	0.0	None	-0.5	-0.5	0.34	0.172	0.557	0.405	0.006	0.075	59.682	1.5	0.542
testneg_727	-0.419	-3	3.882	-3	11.875	0.059	0.023	0.013	0.0	-0.5	-0.5	0.179	0.595	0.74	0.452	0.303	0.371	6.809	2.0	-1.23
testneg_728	0.925	-3	0.234	-0.42	19.444	0.056	0.071	0.044	0.019	-0.5	-0.5	0.251	None	0.641	0.698	0.001	0.031	None	1.5	-0.977
testneg_729	0.555	-3	3.257	-3	34.654	0.04	0.013	0.015	0.0	-0.5	0.041	0.735	0.301	0.192	0.925	0.048	0.0	None	2.0	1.534
testneg_730	0.197	-3	-0.379	-3	None	0.034	0.01	0.068	0.0	-0.5	-0.5	0.825	0.173	0.203	0.543	0.015	0.0	31.895	1.5	None
testneg_731	1.061	1.023	0.074	-3	21.462	0.013	0.655	0.025	0.0	-0.5	-0.5	0.484	0.587	0.434	0.18	0.082	0.25	96.482	1.0	-0.892
testneg_732	0.015	-3	0.052	-3	18.755	0.016	0.0	0.016	0.023	-0.5	-0.5	0.731	0.662	0.362	0.146	0.009	0.221	53.358	1.0	-0.196
testneg_733	0.74	-3	0.455	-3	6.944	0.044	0.047	0.014	0.19	-0.5	-0.5	0.27	0.756	0.676	0.107	0.488	0.06	7.356	1.0	1.956
testneg_734	2.573	-3	2.573	-0.005	23.52	0.034	0.046	0.022	0.796	-0.5	-0.5	0.28	0.238	0.377	0.505	0.004	0.092	41.718	1.5	-0.787
testneg_735	0.758	-3	-0.415	-3	20.607	0.033	0.08	0.0	0.0	-0.5	-0.5	0.333	0.437	0.244	0.168	None	None	61.143	1.333	0.226
testneg_736	-0.543	-3	0.145	-3	17.778	0.0	0.0	0.0	0.0	-0.5	-0.5	0.273	0.112	0.735	0.632	0.012	0.007	None	1.5	None
testneg_737	0.985	-3	0.347	-3	13.026	0.019	0.0	0.065	0.0	-0.5	-0.5	0.563	0.728	0.099	0.149	0.0	0.0	53.316	1.5	0.099
testneg_738	0.035	-3	5.613	-3	12.455	0.048	0.732	0.103	0.006	-0.5	-0.5	0.426	0.527	0.336	0.347	0.004	0.052	29.1	1.5	-1.378
testneg_739	-0.498	-3	-0.498	-0.588	25.0	0.056	0.0	0.019	0.006	-0.5	0.652	0.389	0.426	0.737	0.64	0.019	0.018	None	1.5	1.028
testneg_740	-0.297	-3	1.32	-3	17.778	0.722	0.054	0.029	0.0	-0.5	-0.5	0.417	0.552	0.437	0.518	0.003	0.286	40.213	1.0	None
testneg_741	-0.004	-3	-0.208	-3	34.0	0.006	0.019	0.006	0.0	0.019	-0.5	0.314	0.281	0.796	0.469	None	0.023	69.966	1.5	None
testneg_742	0.076	-3	1.348	-3	19.816	0.029	0.0	0.013	0.0	-0.5	-0.5	0.4	0.146	0.313	0.698	0.181	0.0	None	1.5	None
testneg_743	3.321	-3	0.389	-3	21.006	0.127	0.006	0.606	0.0	-0.5	-0.5	0.681	0.112	0.512	0.703	0.018	0.02	32.117	1.5	1.534
testneg_744	0.924	-3	2.936	-3	18.735	0.029	0.077	0.0	0.0	-0.5	-0.5	0.526	0.735	0.421	0.364	0.01	0.002	50.68	1.5	-0.386
testneg_745	3.28	-3	2.813	-3	13.833	0.017	0.013	0.098	0.013	-0.5	-0.5	0.625	0.393	0.055	0.201	0.002	0.639	28.718	1.0	-0.829
testneg_746	2.902	-3	4.346	-3	None	0.029	0.664	0.0	0.013	-0.5	-0.5	0.36	0.635	0.193	0.263	0.087	0.989	16.028	2.0	None
testneg_747	0.548	-3	1.066	-3	18.783	0.031	0.065	0.044	0.0	-0.5	-0.5	0.466	0.647	0.538	0.236	0.015	0.0	21.897	1.5	1.155
testneg_748	0.168	-3	2.641	-3	None	0.027	0.0	0.006	0.0	-0.5	-0.5	0.146	None	0.618	0.343	0.039	0.001	None	1.333	None
testneg_749	1.205	-3	1.16	-3	10.417	0.009	0.1	0.045	0.0	0.922	-0.5	0.831	0.671	0.297	0.563	0.052	0.692	22.649	1.0	0.648
testneg_750	0.192	-3	0.588	-3	20.906	0.13	0.669	0.006	0.026	-0.5	-0.5	0.743	0.337	0.272	0.357	0.032	0.805	33.704	1.0	0.965
testneg_751	-0.183	-3	-0.279	-3	None	0.0	0.034	0.0	0.0	-0.5	-0.5	0.123	0.112	0.867	0.658	None	None	None	1.333	None
testneg_752	1.461	-3	0.3	-3	None	0.006	0.028	0.012	0.013	-0.5	-0.5	0.544	0.123	0.233	1.283	0.056	0.78	44.925	1.0	-0.681
testneg_753	2.253	2.253	-0.187	-0.578	21.778	0.028	0.058	0.027	0.017	-0.5	-0.5	None	0.394	0.326	0.309	0.028	0.0	38.185	1.0	-0.091
testneg_754	0.424	-3	-0.137	-3	25.833	0.113	0.049	0.042	0.016	-0.5	-0.5	0.492	0.17	0.347	0.297	0.0	0.668	98.052	1.0	None
testneg_755	0.491	-3	0.486	0.084	10.833	0.0	0.01	0.059	0.038	-0.5	-0.5	0.708	0.557	0.121	0.154	0.032	0.403	47.958	1.0	-0.449
testneg_756	2.107	-3	4.064	-3	None	0.0	0.103	0.0	0.107	-0.5	-0.5	0.123	0.27	0.767	0.25	0.05	0.212	62.992	1.0	2.632
testneg_757	0.335	-3	0.484	-0.43	18.475	0.662	0.065	0.03	0.0	-0.5	-0.5	0.528	0.301	0.059	0.933	0.034	0.018	30.01	1.0	-1.167
testneg_758	-0.644	-3	1.078	-3	None	0.019	0.009	0.006	0.0	-0.5	-0.5	0.516	0.123	0.305	1.124	0.004	0.003	59.865	1.0	None
testneg_759	0.444	-3	0.669	-3	21.529	0.063	0.031	0.69	0.0	-0.5	-0.5	0.728	0.528	0.222	0.304	0.026	0.729	26.139	1.0	2.02
testneg_760	2.015	-3	0.43	-3	16.802	0.006	0.057	0.013	0.659	-0.5	-0.5	0.623	0.55	0.254	0.189	0.02	0.02	31.409	1.0	None
testneg_761	1.515	-3	1.298	-3	None	0.019	0.676	0.006	0.066	-0.5	-0.5	0.144	0.315	0.338	0.144	0.058	0.014	None	1.0	-1.146
testneg_762	-0.507	-0.507	0.751	-3	None	0.017	0.036	0.0	0.0	-0.5	-0.5	0.123	None	1.404	0.626	0.033	0.507	None	1.0	None
testneg_763	0.348	-3	0.589	-3	5.94	0.016	0.0	0.006	0.006	-0.5	-0.5	0.783	0.644	0.256	0.242	0.006	0.012	43.772	1.5	0.226
testneg_764	0.549	-3	0.068	-3	10.265	0.027	0.0	0.017	0.006	-0.5	-0.5	0.652	0.728	0.456	0.085	0.019	0.928	20.896	1.0	0.12
testneg_765	-0.035	-3	3.154	-3	None	0.006	0.056	0.009	0.006	-0.5	-0.5	0.112	0.153	0.476	0.588	0.003	0.079	None	1.5	None
testneg_766	0.674	-3	0.584	-3	46.888	0.037	0.0	0.013	0.0	-0.5	-0.5	0.644	0.38	0.341	0.191	0.011	0.0	62.234	2.0	None
testneg_767	0.565	-3	3.761	-3	20.278	0.006	0.108	0.595	0.046	-0.5	-0.5	0.421	0.602	0.206	0.253	0.005	0.0	60.928	1.5	0.31
testneg_768	-0.139	-3	0.617	-3	18.862	0.0	0.018	0.0	0.0	-0.5	-0.5	0.112	0.123	0.709	0.467	0.0	0.0	None	1.333	None
testneg_769	-0.567	-3	3.597	-3	18.769	0.013	0.036	0.016	0.016	-0.5	-0.5	0.756	0.377	0.123	0.473	0.079	0.395	54.773	1.0	0.944
testneg_770	-0.355	-3	-0.024	-0.417	16.488	0.04	0.071	0.0	0.019	-0.5	-0.5	0.492	None	0.428	0.698	0.002	0.007	None	1.5	0.69
testneg_771	0.776	-3	0.089	-3	14.349	0.006	None	0.0	None	-0.5	-0.5	0.167	None	0.538	None	None	None	None	None	None
testneg_772	1.837	-3	2.536	-3	10.833	0.064	0.022	0.006	0.065	-0.5	-0.5	0.604	0.74	0.281	0.299	0.064	None	None	1.0	None
testneg_773	1.38	0.211	0.151	-3	17.504	0.022	0.72	0.032	0.015	-0.5	-0.5	0.462	0.554	0.25	0.426	0.002	0.213	54.058	1.5	0.142
testneg_774	-0.106	-3	4.797	-3	34.648	0.019	0.07	0.006	0.006	-0.5	-0.5	0.123	0.197	0.916	0.404	0.017	0.508	38.988	1.0	-0.048
testneg_775	3.882	-3	0.748	-3	None	0.041	0.769	0.0	0.039	-0.5	-0.5	0.35	None	0.285	0.466	0.0	0.014	37.155	1.5	None
testneg_776	3.661	-3	3.847	-3	21.944	0.032	0.072	0.009	0.016	-0.5	-0.5	0.431	0.473	0.283	0.218	0.0	0.0	47.125	1.5	1.577
testneg_777	2.0	0.449	-0.097	-3	13.379	0.659	0.64	0.013	0.026	-0.5	-0.5	0.492	0.563	0.53	0.384	0.004	1.0	40.725	1.0	0.542
testneg_778	0.645	-3	0.571	-3	20.799	0.011	0.0	0.013	0.0	-0.5	-0.5	0.639	0.255	0.279	0.547	0.018	0.0	None	2.0	None
testneg_779	-0.116	-3	1.935	-0.116	11.667	0.006	0.0	0.101	0.0	-0.5	0.152	0.786	0.701	0.042	0.265	0.058	0.449	10.508	1.0	0.163
testneg_780	0.005	-3	1.458	0.173	20.833	0.081	0.16	0.621	0.054	-0.5	-0.5	0.251	0.352	0.278	0.48	0.009	0.004	32.158	1.5	0.416
testneg_781	-0.087	-3	4.05	-3	21.389	0.019	0.051	0.0	0.0	-0.5	-0.5	0.662	0.345	0.212	0.457	0.079	0.132	62.752	1.5	-1.716
testneg_782	-0.721	-3	0.502	-0.721	None	0.009	0.0	0.011	0.0	-0.5	-0.5	0.728	0.139	0.241	0.398	0.0	None	None	1.0	None
testneg_783	2.092	-3	0.975	-3	26.463	0.091	0.01	0.013	0.0	-0.5	-0.5	0.497	0.112	0.595	0.909	0.0	0.038	37.021	1.5	-1.083
testneg_784	-0.383	-3	1.084	-0.383	21.646	0.05	0.006	0.05	0.013	-0.5	-0.5	0.463	0.373	0.38	0.25	0.072	0.036	36.53	1.5	0.268
testneg_785	2.04	0.544	0.711	-3	27.573	0.109	0.105	0.032	0.028	-0.5	-0.5	0.422	0.144	0.211	0.647	0.039	0.005	None	1.5	0.395
testneg_786	1.629	-3	-0.39	-3	23.95	0.041	0.039	0.025	0.131	-0.5	-0.5	0.786	0.783	0.151	0.17	0.051	0.022	35.66	1.5	None
testneg_787	0.685	-3	0.57	0.512	28.658	0.601	0.0	0.009	0.0	-0.5	-0.5	0.683	0.139	0.337	0.402	None	None	None	1.5	-0.703
testneg_788	0.116	-3	2.76	-3	18.333	0.079	0.019	0.027	0.032	-0.5	-0.5	0.539	0.557	0.108	0.287	None	0.0	25.056	1.5	0.078
testneg_789	2.572	-3	1.844	-3	20.482	0.006	0.03	0.0	0.0	-0.5	-0.5	0.765	0.112	0.309	0.443	0.317	0.021	62.271	1.0	-1.104
testneg_790	0.607	-3	0.985	-3	18.155	0.104	0.019	0.112	0.013	-0.5	-0.5	0.85	0.325	0.134	0.412	None	0.905	30.57	1.0	-0.449
testneg_791	-0.068	-3	0.343	-3	19.864	0.067	0.019	0.031	0.019	-0.5	-0.5	0.314	0.372	0.525	0.334	0.06	0.743	39.95	1.0	-0.323
testneg_792	4.372	-3	0.383	-3	12.018	0.0	0.046	0.016	0.021	-0.5	-0.5	0.745	0.493	0.304	0.849	0.056	0.96	15.527	1.0	-0.618
testneg_793	2.7	-3	-0.112	-3	6.944	0.027	0.034	0.801	0.015	-0.5	-0.5	0.783	0.575	0.304	0.443	0.027	0.735	10.827	1.0	-1.209
testneg_794	-0.063	-3	-0.195	-3	15.348	0.0	0.051	0.0	0.019	-0.5	-0.5	0.123	0.229	1.421	0.261	0.004	0.016	71.253	1.5	None
testneg_795	-0.1	-3	-0.038	-3	14.679	0.006	0.051	0.0	0.016	-0.5	-0.5	0.233	0.487	1.033	0.435	0.0	0.909	45.524	1.0	-1.336
testneg_796	0.411	-3	2.717	-3	None	0.089	0.019	0.0	0.0	-0.5	-0.5	0.585	0.35	0.138	0.445	0.004	0.927	22.097	1.0	-0.175
testneg_797	2.7	-3	0.063	-3	7.169	0.027	0.696	0.801	0.052	-0.5	-0.5	0.783	0.513	0.304	0.175	0.005	0.751	30.854	1.0	0.036
testneg_798	3.146	-3	2.715	-3	None	0.64	0.057	0.0	0.0	-0.5	-0.5	0.112	0.144	0.64	0.554	0.001	0.0	None	1.0	None
testneg_799	0.695	-3	2.055	-3	None	0.084	0.07	0.0	0.006	-0.5	-0.5	0.3	0.197	0.362	0.404	0.002	0.606	55.112	1.0	0.163
testneg_800	0.321	-3	1.667	-3	18.889	0.054	0.054	0.014	0.637	-0.5	-0.5	0.627	0.774	0.182	0.159	0.12	0.469	54.057	1.0	None
testneg_801	1.19	-3	0.975	-3	None	0.026	0.0	0.0	0.0	-0.5	-0.5	0.197	0.123	0.539	0.639	None	0.0	None	1.5	None
testneg_802	4.447	-3	1.654	-3	22.566	0.054	0.05	0.037	0.016	-0.5	-0.5	0.426	0.819	0.132	0.308	0.006	0.002	None	1.5	-0.091
testneg_803	2.654	-3	4.467	-3	38.992	0.048	0.042	0.019	0.016	-0.5	-0.5	0.177	None	0.275	0.499	0.002	0.009	None	1.333	None
testneg_804	0.373	-3	3.446	0.373	12.323	0.03	0.015	0.019	0.0	-0.5	-0.5	0.831	0.244	0.328	0.326	0.002	None	40.868	1.0	-0.808
testneg_805	1.741	-3	-0.078	-3	18.889	0.0	0.0	0.006	0.0	-0.5	-0.5	0.644	0.146	0.242	0.863	0.003	0.0	71.566	1.0	-1.019
testneg_806	-0.063	-0.302	0.191	-3	21.949	0.0	0.037	0.0	0.043	-0.5	-0.5	0.133	0.218	0.919	0.369	0.065	0.109	42.564	1.0	None
testneg_807	0.329	-3	3.553	-3	12.726	0.022	0.012	0.0	0.644	-0.5	-0.5	0.676	0.747	0.277	0.294	0.006	0.801	40.948	1.0	None
testneg_808	3.657	-3	-0.525	-3	19.444	0.092	0.037	0.035	0.0	-0.5	-0.5	0.662	0.123	0.093	0.936	None	0.038	36.982	1.5	None
testneg_809	-0.886	-3	2.299	-0.133	6.589	0.088	0.069	0.054	0.037	-0.5	-0.5	None	0.648	0.382	0.427	0.213	0.209	27.607	1.0	2.505
testneg_810	-0.332	-3	0.244	-3	19.951	0.0	0.006	0.013	0.012	-0.5	-0.5	0.213	0.541	0.583	0.796	0.0	0.614	31.271	1.0	0.268
testneg_811	-0.175	-3	2.071	-3	9.962	0.016	0.08	0.0	0.0	-0.5	-0.5	0.306	0.578	0.367	0.314	0.002	None	34.796	1.5	0.521
testneg_812	1.082	-3	1.082	0.294	17.722	0.081	0.0	0.598	0.026	-0.5	0.049	0.728	0.746	0.118	0.085	0.086	0.382	26.025	1.0	-0.048
testneg_813	-0.044	-3	-0.573	-3	4.722	0.038	0.055	0.042	0.0	-0.5	-0.5	0.639	0.123	0.191	0.885	0.002	0.008	67.594	1.5	-1.315
testneg_814	4.795	-3	0.408	-3	21.389	0.091	0.026	0.013	0.0	-0.5	-0.5	0.248	0.444	0.357	0.191	0.004	0.0	67.605	1.5	0.817
testneg_815	1.325	0.2	0.77	-3	16.488	0.0	0.158	0.0	0.044	-0.5	-0.5	0.728	0.438	0.149	0.352	0.0	0.481	28.853	1.0	None
testneg_816	2.94	-3	1.601	-3	10.417	0.089	0.0	0.008	0.0	-0.5	-0.5	0.327	0.17	0.465	0.434	0.006	0.004	None	1.0	None
testneg_817	0.899	-3	1.715	-3	39.136	0.02	0.106	0.006	0.031	-0.5	-0.5	0.619	0.342	0.251	0.165	0.04	0.008	None	1.5	-1.779
testneg_818	-1.118	-1.118	3.292	-3	18.555	0.013	None	0.0	None	-0.5	-0.5	0.146	None	1.952	0.294	0.0	0.862	None	1.5	-0.133
testneg_819	0.35	-3	0.559	-3	30.497	0.051	0.05	0.019	0.065	-0.5	-0.5	0.685	0.492	0.171	0.889	0.004	0.008	57.532	1.0	None
testneg_820	1.283	-3	1.839	1.283	23.041	0.022	0.032	0.013	0.044	0.071	-0.5	0.431	0.685	0.551	0.221	0.003	0.192	None	1.5	0.015
testneg_821	1.762	-3	1.762	0.107	28.657	0.063	0.0	0.013	0.0	-0.5	-0.5	0.492	0.255	0.346	0.434	None	0.0	None	1.5	None
testneg_822	0.146	-3	3.363	-3	None	0.037	0.049	0.013	0.013	-0.5	-0.5	0.527	0.319	0.204	0.077	None	None	61.891	1.333	-0.618
testneg_823	0.405	-3	-0.228	-3	None	0.7	0.0	0.038	0.0	-0.5	-0.5	0.538	0.17	0.188	0.326	0.079	0.003	None	1.0	None
testneg_824	5.11	-3	-0.526	-3	None	0.027	0.006	0.0	0.0	-0.5	-0.5	0.802	0.112	0.653	0.944	None	None	None	1.5	None
testneg_825	2.998	-3	0.364	-3	None	0.094	0.0	0.013	0.0	-0.5	-0.5	0.747	None	0.32	0.771	0.113	0.069	None	1.0	None
testneg_826	-0.222	-0.222	0.722	-3	17.778	0.053	0.0	0.0	0.0	-0.5	-0.5	0.587	0.123	0.15	0.396	0.031	0.0	None	1.0	None
testneg_827	1.351	-3	3.842	0.768	18.333	0.041	0.776	0.074	0.052	-0.5	-0.5	0.708	0.747	0.189	0.467	0.062	0.349	34.064	1.0	-0.112
testneg_828	0.093	-3	-0.249	-3	31.667	0.0	0.071	0.013	0.0	-0.5	-0.5	0.112	0.241	0.447	0.25	None	None	None	1.0	None
testneg_829	4.907	-3	1.293	-3	None	0.041	0.732	0.013	0.046	-0.5	-0.5	0.146	0.466	0.644	0.247	0.002	0.008	None	1.333	1.112
testneg_830	1.16	-3	1.974	-3	None	0.033	0.042	0.025	0.0	-0.5	-0.5	0.234	0.112	0.118	0.843	0.001	0.014	None	1.0	None
testneg_831	1.505	-3	1.361	-3	11.787	0.074	0.731	0.019	0.013	-0.5	-0.5	0.639	0.543	0.154	0.557	0.001	0.591	47.615	1.0	None
testneg_832	1.462	-3	0.163	-3	None	0.028	0.008	0.0	0.0	-0.5	-0.5	0.144	0.123	0.504	1.053	0.057	0.015	37.675	2.0	None
testneg_833	0.246	-3	-0.337	-3	34.492	0.06	0.0	0.016	0.006	-0.5	0.025	0.674	0.123	0.144	1.24	0.016	0.833	None	1.0	0.585
testneg_834	1.834	-3	2.476	-3	11.25	0.0	0.032	0.022	0.0	-0.5	-0.5	0.794	0.167	0.303	0.45	0.01	0.92	17.63	1.0	None
testneg_835	2.356	-3	3.333	-3	18.153	0.025	0.029	0.0	0.006	-0.5	-0.5	0.756	0.313	0.121	0.729	0.019	0.664	38.84	1.0	0.036
testneg_836	1.583	-3	-0.408	-3	None	0.032	0.067	0.006	0.009	-0.5	-0.5	0.762	0.219	0.192	0.217	0.001	0.0	61.348	1.5	0.289
testneg_837	0.117	-3	3.918	-3	None	0.024	0.065	0.0	0.009	-0.5	-0.5	0.112	0.172	0.828	0.333	None	None	None	1.0	None
testneg_838	-0.084	-3	2.042	-3	18.611	0.067	0.082	0.0	0.075	-0.5	-0.5	0.604	0.123	0.224	1.232	0.0	0.0	48.499	1.5	None
testneg_839	0.693	-3	0.794	-3	18.677	0.13	0.131	0.006	0.06	-0.5	-0.5	0.743	0.389	0.272	0.21	0.019	0.741	29.98	1.0	-0.576
testneg_840	2.217	-3	2.217	0.594	17.017	0.691	0.07	0.013	0.0	-0.5	0.165	0.426	0.519	0.217	0.336	0.145	0.105	55.269	1.5	0.458
testneg_841	0.786	-3	3.068	-3	None	0.006	0.024	0.098	0.0	-0.5	-0.5	0.825	0.187	0.181	0.222	0.003	0.01	69.683	1.5	1.049
testneg_842	1.046	-3	1.067	-3	None	0.03	0.052	0.022	0.032	-0.5	-0.5	0.123	0.273	0.978	0.535	0.024	0.374	66.052	1.0	None
testneg_843	2.543	-3	0.329	-3	None	0.013	0.014	0.0	0.0	-0.5	-0.5	0.492	0.306	0.407	0.391	None	None	52.532	1.5	None
testneg_844	1.144	-3	0.139	-3	14.229	0.052	0.021	0.026	0.013	-0.5	-0.5	0.804	0.144	0.477	0.476	0.05	0.0	19.918	1.5	-0.281
testneg_845	0.687	0.49	3.326	-3	21.814	0.036	0.013	0.034	0.019	-0.5	-0.5	0.575	0.153	0.436	0.348	None	0.802	17.489	1.0	0.184
testneg_846	0.762	-3	3.106	-3	None	0.006	0.0	0.66	0.0	-0.5	-0.5	0.602	0.123	0.172	0.958	None	None	None	1.0	None
testneg_847	2.061	-3	0.503	-3	40.01	0.027	None	0.006	None	-0.5	-0.5	0.762	0.305	0.164	0.437	0.004	0.014	44.588	1.5	-1.019
testneg_848	1.247	-3	0.889	-3	13.514	0.038	0.006	0.006	0.0	-0.5	-0.5	0.273	0.112	1.204	0.633	0.025	0.015	82.99	1.333	0.901
testneg_849	0.27	-3	0.362	-3	None	0.006	0.006	0.006	0.014	-0.5	-0.5	0.549	0.18	0.647	0.32	0.0	0.0	None	1.5	None
testneg_850	0.932	-3	2.392	-3	13.514	0.044	0.677	0.0	0.049	-0.5	-0.5	0.492	0.551	0.333	0.343	0.029	0.0	60.12	1.5	-0.534
testneg_851	-0.852	-3	-0.548	-3	10.063	0.039	0.053	0.009	0.07	-0.5	-0.5	0.639	0.775	0.216	0.32	0.062	0.753	13.733	1.0	-0.048
testneg_852	-0.41	-3	0.514	-0.222	None	0.029	0.806	0.0	0.05	-0.5	-0.5	0.123	0.27	0.664	0.284	0.01	0.827	47.311	1.0	None
testneg_853	0.216	-3	2.492	-3	None	0.0	0.08	0.0	0.06	-0.5	-0.5	0.144	0.646	0.483	0.131	0.165	0.217	None	1.0	2.062
testneg_854	-0.017	-3	0.675	-3	10.0	0.014	0.673	0.778	0.022	-0.5	-0.5	0.774	0.691	0.322	0.633	0.02	0.455	31.741	1.0	0.036
testneg_855	3.92	-3	-0.374	-3	10.889	0.025	0.7	0.017	0.006	-0.5	-0.5	0.648	0.197	0.18	0.784	0.009	0.0	47.581	1.5	0.205
