Combination_ID	CADD1	CADD2	CADD3	CADD4	Biol_Dist	ISPP_AR_A	ISPP_AR_B	ISPP_AD_A	ISPP_AD_B	ISPP_XL_A	ISPP_XL_B	HIPred_A	HIPred_B	dn_ds_A	dn_ds_B	BP_similarity	MF_similarity	Mentha_dist	KG_dist	Coexpression
OLI315	2.54	-3	7.219	-3	4.722	0.031	0.0	0.069	0.0	-0.5	0.813	0.655	0.722	0.113	0.227	0.384	0.47	2.66	1.0	None
OLI317	4.119	-3	3.933	-3	11.25	0.075	0.765	0.733	0.018	-0.5	-0.5	0.736	0.353	0.069	0.324	0.024	0.0	None	1.0	0.458
OLI319	0.605	-3	5.005	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI320	1.961	-3	3.168	-3	1.111	0.672	0.689	0.006	0.04	-0.5	-0.5	0.661	0.708	0.311	0.404	0.038	0.766	1.757	1.0	None
OLI321	4.666	2.383	1.63	-3	1.111	0.672	0.728	0.006	0.054	-0.5	-0.5	0.661	0.723	0.311	0.269	0.246	0.767	2.203	1.0	None
OLI326	3.837	3.35	2.278	-3	1.25	0.091	0.107	0.761	0.666	-0.5	-0.5	0.639	0.683	0.19	0.298	0.562	0.692	1.057	1.0	1.598
OLI327	3.837	-3	2.278	-3	1.25	0.091	0.107	0.761	0.666	-0.5	-0.5	0.639	0.683	0.19	0.298	0.562	0.692	1.057	1.0	1.598
OLI356	7.731	-3	3.54	-3	1.25	0.048	0.029	0.18	0.0	-0.5	-0.5	0.792	0.619	0.132	0.201	0.1	0.014	24.828	1.0	2.273
OLI362	4.162	-3	3.069	-3	1.111	0.028	0.046	0.073	0.674	-0.5	-0.5	0.676	0.809	0.205	0.055	0.598	0.738	10.638	1.0	1.724
OLI365	4.521	-3	3.676	-3	1.25	0.048	0.029	0.18	0.0	-0.5	-0.5	0.792	0.619	0.132	0.201	0.1	0.014	24.828	1.0	2.273
OLI368	4.573	-3	4.236	-3	5.0	0.048	0.044	0.18	0.016	-0.5	-0.5	0.792	0.825	0.132	0.04	0.194	0.627	11.592	1.0	1.049
OLI369	0.975	-3	4.088	-3	10.0	0.044	0.083	0.016	0.006	-0.5	-0.5	0.825	0.525	0.04	0.128	0.315	0.806	22.113	1.0	13.057
OLI370	3.482	-3	4.088	-3	10.0	0.044	0.083	0.016	0.006	-0.5	-0.5	0.825	0.525	0.04	0.128	0.315	0.806	22.113	1.0	13.057
OLI371	3.663	-3	4.088	-3	10.0	0.048	0.083	0.18	0.006	-0.5	-0.5	0.792	0.525	0.132	0.128	0.076	0.816	10.565	1.0	3.265
OLI372	4.522	-3	2.177	-3	25.026	0.048	0.044	0.18	0.009	-0.5	-0.5	0.792	0.768	0.132	0.094	0.236	0.702	22.346	1.0	-1.04
OLI376	3.145	-3	5.044	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI377	3.762	-3	3.925	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI378	3.33	-3	3.372	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI379	1.886	-3	3.904	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI380	4.875	-3	3.874	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI381	6.441	-3	4.306	-3	1.111	0.114	0.066	0.021	0.034	-0.5	-0.5	0.474	0.575	0.726	0.679	0.317	0.627	239.668	1.0	28.273
OLI383	5.548	-3	3.902	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI384	3.626	-3	4.12	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI385	6.062	-3	3.753	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI386	3.383	1.553	4.215	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI387	3.383	-3	4.215	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI388	1.553	-3	4.215	-3	1.111	0.114	0.013	0.021	0.0	-0.5	0.838	0.474	0.605	0.726	0.304	0.555	1.0	240.744	1.0	2.104
OLI391	6.28	-3	3.056	-3	None	0.048	0.0	0.18	0.049	-0.5	None	0.792	0.784	0.132	0.224	0.043	0.695	1.159	1.0	1.619
OLI393	1.452	-3	4.088	-3	10.0	0.564	0.083	0.0	0.006	-0.5	-0.5	0.455	0.525	0.283	0.128	0.046	0.957	61.076	1.0	None
OLI394	3.709	-3	3.473	-3	10.0	0.057	0.727	0.046	0.012	-0.5	-0.5	0.728	0.153	0.43	0.718	0.011	0.57	43.757	1.0	-0.871
OLI396	3.47	-3	0.216	-3	1.111	0.008	0.013	0.0	0.006	-0.5	-0.5	0.296	0.241	0.161	0.712	0.406	0.673	91.286	1.0	None
OLI397	4.508	-3	1.012	-3	1.25	0.048	0.053	0.18	0.041	-0.5	-0.5	0.792	0.798	0.132	0.224	0.412	0.028	2.247	1.0	None
OLI398	4.15	4.15	4.916	4.15	10.417	0.778	0.03	0.053	0.758	-0.5	-0.5	0.251	0.825	0.326	0.245	0.015	0.315	33.223	1.0	None
OLI399	4.15	-3	4.916	-3	10.417	0.778	0.03	0.053	0.758	-0.5	-0.5	0.251	0.825	0.326	0.245	0.015	0.315	33.223	1.0	None
OLI400	4.062	-3	3.206	-3	5.0	0.019	0.115	0.057	0.717	-0.5	-0.5	0.733	0.738	0.083	0.233	0.374	0.698	8.991	1.0	None
OLI404	2.735	-3	3.504	-3	1.754	0.006	0.052	0.629	0.045	-0.5	-0.5	0.783	0.596	0.215	0.222	0.101	0.925	1.605	1.0	-0.091
OLI405	2.558	2.558	2.917	2.558	None	0.668	0.81	0.026	0.038	-0.5	-0.5	0.547	0.394	0.15	0.147	0.0	0.922	22.991	1.0	2.78
OLI407	3.024	-3	3.968	-3	1.111	0.013	0.016	0.009	0.801	-0.5	-0.5	0.492	0.875	0.333	0.164	0.095	0.43	41.204	1.0	None
OLI409	6.086	4.508	1.012	-3	1.25	0.048	0.053	0.18	0.041	-0.5	-0.5	0.792	0.798	0.132	0.224	0.412	0.028	2.247	1.0	None
OLI410	3.968	-3	4.407	-3	1.25	0.048	0.053	0.18	0.041	-0.5	-0.5	0.792	0.798	0.132	0.224	0.412	0.028	2.247	1.0	None
OLI412	1.409	-3	1.87	-3	4.722	0.025	0.031	0.582	0.019	-0.5	-0.5	0.655	0.112	0.267	0.686	0.49	0.855	5.975	1.0	3.392
OLI413	0.686	-3	0.634	-3	10.417	0.011	0.031	0.71	0.019	-0.5	-0.5	0.743	0.112	0.481	0.686	0.216	0.825	21.219	1.0	1.155
OLI414	3.643	-3	4.025	-3	1.25	0.035	0.066	0.029	0.754	-0.5	-0.5	0.626	0.584	0.176	0.167	0.327	0.954	9.615	1.0	13.458
OLI415	2.995	-3	4.241	-3	4.722	0.642	0.035	0.032	0.0	-0.5	-0.5	0.706	0.79	0.141	0.155	0.042	0.784	14.065	1.0	0.754
OLI416	4.317	-3	3.684	-3	4.444	0.031	0.133	0.764	0.705	-0.5	-0.5	0.632	0.685	0.139	0.103	0.558	0.348	19.654	1.0	4.257
OLI418	8.051	-3	2.964	-3	4.722	0.733	0.664	0.016	0.036	-0.5	-0.5	0.744	0.428	0.328	1.091	0.461	0.893	39.545	1.0	0.796
OLI419	7.963	-3	4.384	-3	1.111	0.031	0.095	0.069	0.015	-0.5	-0.5	0.655	0.699	0.113	0.134	0.441	0.67	8.168	1.0	None
OLI426	4.049	-3	2.731	-3	5.0	0.039	0.006	0.063	0.0	-0.5	0.127	0.366	0.702	0.804	0.427	0.056	0.332	44.621	2.0	2.167
OLI428	3.934	-3	3.741	-3	10.0	0.013	0.049	0.742	0.019	-0.5	-0.5	0.707	0.144	0.196	0.306	0.074	0.009	55.869	1.0	0.142
OLI440	4.099	-3	-0.026	-3	5.694	0.0	0.052	0.026	0.045	-0.5	-0.5	0.647	0.596	0.768	0.222	0.113	0.893	7.254	1.0	1.872
OLI443	4.73	4.73	4.73	4.469	16.802	0.754	0.705	0.028	0.022	-0.5	-0.5	0.628	0.123	0.497	0.908	0.018	0.028	29.858	1.0	0.31
OLI445	2.187	-3	7.526	-3	5.0	0.038	0.028	0.116	0.073	-0.5	-0.5	0.711	0.676	0.13	0.205	0.36	0.626	10.297	1.0	1.239
OLI452	1.056	1.056	7.966	1.056	4.444	0.0	0.0	0.026	0.0	0.897	0.716	0.65	0.704	0.515	0.53	0.193	0.853	16.989	1.0	0.353
OLI453	3.574	-3	4.166	-3	10.417	0.095	0.013	0.015	0.0	-0.5	-0.5	0.699	0.644	0.134	0.16	0.156	0.639	8.168	2.0	3.814
OLI454	3.369	-3	3.553	-3	5.972	0.57	0.104	0.019	0.065	-0.5	-0.5	0.439	0.543	0.054	0.453	0.676	0.014	79.29	1.0	None
OLI458	4.054	-3	4.98	-3	13.056	0.03	0.053	0.052	0.028	-0.5	-0.5	0.652	0.492	0.216	0.368	0.178	0.418	25.956	1.0	5.207
OLI465	3.623	-3	3.732	-3	19.444	0.765	0.071	0.018	0.0	-0.5	-0.5	0.353	0.241	0.324	0.25	0.015	0.0	None	1.0	1.724
OLI466	6.172	2.346	1.71	-3	22.067	0.599	0.8	0.0	0.009	-0.5	-0.5	0.207	0.546	0.374	0.594	0.066	0.449	None	1.0	1.809
OLI467	4.051	-3	3.792	-3	12.8	0.071	0.8	0.0	0.009	-0.5	-0.5	0.241	0.546	0.25	0.594	0.298	0.313	None	1.0	2.421
OLI471	7.166	3.295	0.41	-3	5.0	0.038	0.714	0.013	0.006	-0.5	-0.5	0.551	0.489	0.46	0.378	0.018	0.006	None	1.0	None
OLI473	3.863	-3	6.625	4.257	19.444	0.765	0.071	0.018	0.0	-0.5	-0.5	0.353	0.241	0.324	0.25	0.015	0.0	None	1.0	1.724
OLI478	2.178	-3	1.647	-3	10.417	0.051	0.691	0.782	0.014	-0.5	-0.5	0.794	0.429	0.363	0.271	0.095	0.95	14.44	2.0	None
OLI480	3.991	-3	4.035	-3	6.944	0.074	0.031	0.723	0.785	-0.5	-0.5	0.783	0.694	0.137	0.108	0.095	0.651	15.003	1.0	0.796
OLI482	3.089	-3	3.757	-3	10.417	0.031	0.051	0.785	0.782	-0.5	-0.5	0.694	0.794	0.108	0.363	0.091	0.598	15.003	1.0	None
OLI489	2.823	-3	1.885	-3	13.056	0.043	0.051	0.08	0.782	-0.5	-0.5	0.846	0.794	0.109	0.363	0.117	0.592	29.281	1.0	None
OLI493	3.283	-3	1.647	-3	12.717	0.031	0.691	0.785	0.014	-0.5	-0.5	0.694	0.429	0.108	0.271	0.055	0.933	24.13	1.0	-0.977
OLI496	4.093	-3	2.057	-3	1.736	0.074	0.028	0.723	0.712	-0.5	-0.5	0.783	0.816	0.137	0.223	0.11	0.843	1.605	1.0	0.5
OLI497	2.586	-3	3.435	2.586	14.509	0.057	0.155	0.061	0.09	-0.5	-0.5	0.736	0.542	0.037	0.176	0.509	0.218	12.497	1.0	None
OLI498	2.264	-3	1.07	-3	None	0.008	0.0	0.0	0.049	-0.5	None	0.296	0.784	0.161	0.224	0.011	0.616	58.775	1.0	None
OLI500	8.085	-3	1.364	-3	1.25	0.069	0.148	0.074	0.667	-0.5	-0.5	0.486	0.318	0.239	0.395	0.28	0.549	1.073	1.0	5.861
OLI502	0.63	-3	2.638	-3	1.25	0.104	0.765	0.671	0.018	-0.5	-0.5	0.292	0.353	0.236	0.324	0.013	0.0	None	1.0	None
OLI504	4.068	-3	2.586	-3	4.444	0.013	0.082	0.0	0.076	0.838	-0.5	0.605	0.683	0.304	0.292	0.031	0.761	33.922	1.0	4.426
OLI505	2.87	-3	3.672	-3	5.0	0.038	0.015	0.042	0.028	-0.5	-0.5	0.639	0.756	0.191	0.192	0.228	0.014	23.372	1.0	1.302
OLI506	2.951	-3	3.182	-3	5.0	0.038	0.015	0.042	0.028	-0.5	-0.5	0.639	0.756	0.191	0.192	0.228	0.014	23.372	1.0	1.302
OLI507	2.68	-3	3.056	-3	5.0	0.038	0.015	0.042	0.028	-0.5	-0.5	0.639	0.756	0.191	0.192	0.228	0.014	23.372	1.0	1.302
OLI508	3.225	-3	2.68	-3	5.0	0.013	0.038	0.015	0.042	-0.5	-0.5	0.825	0.639	0.135	0.191	0.208	0.014	39.453	1.0	-0.639
OLI509	3.763	-3	3.672	-3	12.232	0.013	0.015	0.019	0.028	-0.5	-0.5	0.639	0.756	0.209	0.192	0.213	0.96	11.826	1.0	1.239
OLI510	3.826	-3	1.257	-3	5.0	0.038	0.015	0.042	0.028	-0.5	-0.5	0.639	0.756	0.191	0.192	0.228	0.014	23.372	1.0	1.302
OLI513	4.141	-3	2.271	-3	1.111	0.019	0.052	0.674	0.094	-0.5	-0.5	0.831	None	0.31	0.477	0.322	0.879	2.294	1.0	1.682
OLI514	3.858	-3	2.265	-3	1.111	0.668	0.075	0.0	0.0	-0.5	-0.5	0.64	0.396	0.386	1.145	0.227	0.829	33.318	1.0	-0.07
OLI515	4.302	-3	4.992	-3	30.038	0.019	0.792	0.017	0.0	-0.5	-0.5	0.685	0.498	0.059	0.147	0.013	0.724	65.383	1.0	2.78
OLI516	3.245	-3	4.037	-3	1.111	0.066	0.013	0.034	0.0	-0.5	0.838	0.575	0.605	0.679	0.304	0.277	0.601	36.472	1.0	1.345
OLI517	3.572	-3	4.507	-3	1.25	0.035	0.066	0.029	0.754	-0.5	-0.5	0.626	0.584	0.176	0.167	0.327	0.954	9.615	1.0	13.458
OLI518	3.637	-3	4.941	3.574	5.0	0.038	0.071	0.013	0.0	-0.5	-0.5	0.551	0.241	0.46	0.25	0.117	0.394	None	1.0	None
OLI524	3.095	-3	2.955	-3	None	0.709	0.692	0.025	0.0	-0.5	-0.5	0.146	0.492	0.329	0.186	0.173	0.654	45.135	1.0	2.59
OLI526	3.028	-3	-0.19	-3	None	0.709	0.692	0.025	0.0	-0.5	-0.5	0.146	0.492	0.329	0.186	0.173	0.654	45.135	1.0	2.59
OLI527	3.028	-3	2.185	-3	None	0.709	0.692	0.025	0.0	-0.5	-0.5	0.146	0.492	0.329	0.186	0.173	0.654	45.135	1.0	2.59
OLI531	3.028	-3	3.677	-3	None	0.709	0.692	0.025	0.0	-0.5	-0.5	0.146	0.492	0.329	0.186	0.173	0.654	45.135	1.0	2.59
OLI532	0.348	-3	2.641	-3	None	0.709	0.692	0.025	0.0	-0.5	-0.5	0.146	0.492	0.329	0.186	0.173	0.654	45.135	1.0	2.59
OLI537	3.439	-3	3.028	-3	None	0.616	0.709	0.014	0.025	-0.5	-0.5	0.473	0.146	0.147	0.329	0.12	0.552	32.298	1.0	0.353
OLI538	3.144	-3	0.348	-3	None	0.616	0.709	0.014	0.025	-0.5	-0.5	0.473	0.146	0.147	0.329	0.12	0.552	32.298	1.0	0.353
OLI540	3.699	-3	3.677	-3	21.095	0.616	0.692	0.014	0.0	-0.5	-0.5	0.473	0.492	0.147	0.186	0.288	0.546	37.886	1.0	5.671
OLI545	3.241	-3	3.633	-3	2.232	0.757	0.616	0.0	0.014	-0.5	-0.5	0.539	0.473	0.271	0.147	0.353	0.968	13.892	2.0	None
OLI547	3.898	-3	4.194	-3	1.736	0.006	0.023	0.229	0.091	-0.5	-0.5	0.747	0.79	0.095	0.101	0.392	0.701	1.351	1.0	5.207
OLI548	4.95	-3	4.384	-3	1.736	0.006	0.023	0.229	0.091	-0.5	-0.5	0.747	0.79	0.095	0.101	0.392	0.701	1.351	1.0	5.207
OLI550	2.747	-3	3.874	-3	1.111	0.028	0.046	0.073	0.674	-0.5	-0.5	0.676	0.809	0.205	0.055	0.598	0.738	10.638	1.0	1.724
OLI559	2.003	-3	4.157	-3	23.481	0.025	0.018	0.094	0.033	-0.5	-0.5	0.728	0.52	0.199	0.473	0.084	0.227	31.279	1.0	None
OLI560	2.059	-3	3.664	-3	10.0	0.027	0.035	0.099	0.647	-0.5	-0.5	0.693	0.85	0.113	0.126	0.393	0.42	43.389	1.0	1.345
OLI562	2.369	-3	7.547	4.414	1.25	0.599	0.071	0.0	0.0	-0.5	-0.5	0.207	0.241	0.374	0.25	0.189	0.371	None	1.0	26.036
OLI563	1.993	1.993	5.029	-3	12.8	0.071	0.8	0.0	0.009	-0.5	-0.5	0.241	0.546	0.25	0.594	0.298	0.313	None	1.0	2.421
OLI564	4.208	-3	2.168	-3	12.8	0.071	0.8	0.0	0.009	-0.5	-0.5	0.241	0.546	0.25	0.594	0.298	0.313	None	1.0	2.421
OLI567	5.718	-3	0.002	-3	12.8	0.071	0.8	0.0	0.009	-0.5	-0.5	0.241	0.546	0.25	0.594	0.298	0.313	None	1.0	2.421
OLI607	4.492	-3	1.562	-3	1.852	0.698	0.071	0.013	0.015	-0.5	-0.5	0.443	0.264	0.449	0.363	0.267	0.076	57.37	1.0	7.422
OLI610	3.87	-3	1.99	-3	1.111	0.732	0.071	0.046	0.015	-0.5	-0.5	0.466	0.264	0.247	0.363	0.246	0.889	90.127	1.0	4.088
OLI639	2.418	2.418	3.876	2.418	4.861	0.042	None	0.684	None	-0.5	-0.5	0.875	None	0.195	None	0.128	0.558	None	None	None
OLI645	-0.926	-3	1.814	-3	5.0	0.031	0.038	0.785	0.116	-0.5	-0.5	0.694	0.711	0.108	0.13	0.459	0.619	33.392	1.0	0.711
OLI667	3.813	-3	4.394	-3	4.722	0.019	0.685	0.057	0.028	-0.5	-0.5	0.733	0.251	0.083	0.241	0.087	0.597	21.497	1.0	None
OLI669	2.382	-3	2.248	-3	5.0	0.019	0.115	0.057	0.717	-0.5	-0.5	0.733	0.738	0.083	0.233	0.374	0.698	8.991	1.0	None
OLI673	6.178	-3	2.281	-3	14.602	0.115	0.588	0.034	0.013	-0.5	-0.5	0.825	0.17	0.191	0.442	0.258	0.681	19.691	1.0	0.163
OLI680	3.983	-3	3.107	-3	4.722	0.776	0.15	0.052	0.026	-0.5	-0.5	0.747	0.593	0.467	0.226	0.046	0.542	25.462	1.0	1.112
OLI684	4.197	-3	3.801	-3	13.18	0.038	0.603	0.042	0.0	-0.5	-0.5	0.639	0.267	0.191	0.344	0.093	0.14	68.105	1.0	1.556
OLI685	4.103	-3	2.83	-3	11.967	0.622	0.049	0.006	0.033	-0.5	-0.5	0.368	0.786	0.289	0.096	0.145	None	19.876	1.0	0.944
OLI688	3.967	3.89	3.768	-3	4.722	0.061	0.058	0.09	0.59	-0.5	-0.5	0.389	0.725	0.124	0.125	0.004	0.004	30.664	1.0	6.262
OLI694	1.598	-3	2.309	-3	23.394	0.067	0.084	0.013	0.04	-0.5	-0.5	0.139	0.527	0.469	0.211	0.004	0.0	59.299	1.0	-0.639
OLI708	3.637	-3	3.57	-3	13.735	0.819	0.064	0.056	0.03	-0.5	-0.5	0.544	0.409	0.154	0.153	0.099	0.043	56.336	2.0	-0.724
OLI709	4.513	-3	4.026	-3	15.925	0.77	0.756	0.018	0.051	-0.5	-0.5	0.441	0.379	0.201	0.155	0.122	0.115	73.794	1.0	-0.766
OLI755	2.376	-3	2.022	-3	1.736	0.029	0.032	0.093	0.78	-0.5	-0.5	0.635	0.831	0.476	0.447	0.239	0.849	5.562	2.0	-0.048
OLI767	2.562	-3	4.607	3.233	10.417	0.0	0.814	0.867	0.016	-0.5	-0.5	0.875	0.3	0.346	0.451	0.096	0.121	40.139	1.0	-0.112
OLI779	4.145	-3	3.806	-3	1.25	0.048	0.053	0.18	0.041	-0.5	-0.5	0.792	0.798	0.132	0.224	0.412	0.028	2.247	1.0	None
OLI794	3.948	-3	3.948	3.366	10.0	0.033	0.078	0.747	0.123	-0.5	-0.5	0.652	0.432	0.119	0.255	0.053	0.237	97.95	1.0	0.733
OLI795	3.948	-3	3.366	-3	10.0	0.033	0.078	0.747	0.123	-0.5	-0.5	0.652	0.432	0.119	0.255	0.053	0.237	97.95	1.0	0.733
OLI817	9.332	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	-0.5	0.486	0.318	0.239	0.395	0.28	0.549	1.073	1.0	5.861
OLI818	9.332	-3	0.707	-3	1.25	0.069	0.148	0.074	0.667	-0.5	-0.5	0.486	0.318	0.239	0.395	0.28	0.549	1.073	1.0	5.861
OLI820	4.479	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	-0.5	0.486	0.318	0.239	0.395	0.28	0.549	1.073	1.0	5.861
OLI821	3.374	-3	1.562	-3	1.25	0.069	0.148	0.074	0.667	-0.5	-0.5	0.486	0.318	0.239	0.395	0.28	0.549	1.073	1.0	5.861
OLI831	3.461	-3	3.059	-3	10.417	0.653	0.044	0.045	0.742	-0.5	-0.5	0.698	0.828	0.335	0.173	0.093	0.6	20.576	1.0	0.5
OLI834	4.0	-3	3.975	-3	1.111	0.008	0.013	0.0	0.006	-0.5	-0.5	0.296	0.241	0.161	0.712	0.406	0.673	91.286	1.0	None
OLI838	2.286	-3	3.603	-3	5.926	0.009	0.109	0.083	0.56	-0.5	-0.5	0.786	0.594	0.118	0.477	0.084	0.429	8.529	1.0	-0.956
OLI839	2.329	-3	4.101	-3	4.722	0.006	0.006	0.614	0.732	-0.5	-0.5	0.783	0.555	0.303	0.246	0.071	0.747	34.213	1.0	1.598
OLI841	5.615	-3	1.589	-3	5.0	0.006	0.64	0.151	0.0	-0.5	-0.5	0.584	0.23	0.164	0.377	0.227	0.936	13.7	1.0	None
OLI842	4.518	-3	4.221	-3	12.075	0.006	0.0	0.151	0.0	-0.5	0.0	0.584	0.123	0.164	1.067	0.068	0.753	None	1.0	None
OLI859	4.676	-3	4.0	-3	5.731	0.006	0.008	0.341	0.0	-0.5	-0.5	0.8	0.296	0.19	0.161	0.041	0.699	35.282	1.0	None
OLI862	7.46	-3	4.0	-3	18.333	0.757	0.008	0.0	0.0	-0.5	-0.5	0.475	0.296	0.316	0.161	0.008	0.669	66.388	1.0	None
OLI870	2.951	-3	3.609	-3	10.0	0.069	0.008	0.041	0.0	-0.5	-0.5	0.851	0.296	0.316	0.161	0.04	0.76	32.032	1.0	None
OLI890	4.0	-3	1.725	-3	10.0	0.008	0.006	0.0	0.082	-0.5	-0.5	0.296	0.112	0.161	0.399	0.38	0.679	45.197	1.0	None
OLI891	2.129	-3	2.081	-3	18.333	0.067	0.006	0.595	0.082	-0.5	-0.5	0.567	0.112	0.238	0.399	0.067	0.696	59.214	1.0	None
OLI892	3.091	-3	4.0	-3	18.333	0.757	0.008	0.0	0.0	-0.5	-0.5	0.475	0.296	0.316	0.161	0.008	0.669	66.388	1.0	None
OLI895	4.0	-3	4.233	-3	1.111	0.008	0.717	0.0	0.051	-0.5	-0.5	0.296	0.367	0.161	0.291	0.8	0.89	50.149	1.0	None
OLI911	3.868	-3	2.081	-3	5.0	0.09	0.006	0.068	0.082	-0.5	-0.5	0.553	0.112	1.039	0.399	0.088	0.544	35.375	1.0	None
OLI916	4.068	4.068	2.586	-3	4.444	0.013	0.082	0.0	0.076	0.838	-0.5	0.605	0.683	0.304	0.292	0.031	0.761	33.922	1.0	4.426
